City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Puksoozero,RU,2021-12-05 19:41:01,62.5903,40.6066,9.95,98,88,6.22
297,Miandrivazo,MG,2021-12-05 19:41:01,-19.5167,45.4667,86.09,50,91,5.01
298,Sokoni,TZ,2021-12-05 19:41:02,-6.4333,39.55,81.05,76,100,9.48
299,Biak,ID,2021-12-05 19:41:02,-0.9131,122.8766,76.05,88,100,7.87
300,Port Macquarie,AU,2021-12-05 19:41:02,-31.4333,152.9167,62.89,79,99,4.79
301,Mayor Pablo Lagerenza,PY,2021-12-05 19:41:03,-19.9309,-60.7718,73.29,89,100,6.06
302,Kloulklubed,PW,2021-12-05 19:41:03,7.0419,134.2556,83.16,76,100,8.03
303,Nouadhibou,MR,2021-12-05 19:41:04,20.931,-17.0347,75.18,38,13,9.22
304,Tarakan,ID,2021-12-05 19:41:05,3.3,117.6333,80.1,76,100,4.88
305,Faya,SA,2021-12-05 19:41:05,18.3851,42.4509,57.31,69,0,2.64
306,Acarau,BR,2021-12-05 19:41:06,-2.8856,-40.12,83.37,73,13,20.0
307,Yulara,AU,2021-12-05 19:41:06,-25.2406,130.9889,66.04,72,0,8.05
308,Sinnai,IT,2021-12-05 19:41:07,39.3042,9.2036,48.72,83,20,1.14
309,Kolpashevo,RU,2021-12-05 19:41:07,58.3131,82.9089,30.61,94,100,12.26
310,Pundaguitan,PH,2021-12-05 19:41:08,6.3711,126.1689,80.44,80,87,14.07
311,Chegutu,ZW,2021-12-05 19:41:09,-18.1302,30.1407,79.36,29,29,6.11
312,Kendal,GB,2021-12-05 19:41:09,54.3268,-2.7476,43.11,88,92,3.2
313,Alofi,NU,2021-12-05 19:41:10,-19.0595,-169.9187,78.69,89,88,13.8
314,Point Fortin,TT,2021-12-05 19:41:10,10.1833,-61.6833,84.13,78,68,14.7
315,Phan Thiet,VN,2021-12-05 19:37:31,10.9333,108.1,71.49,89,87,3.15
316,Balkhash,KZ,2021-12-05 19:42:11,46.844,74.9804,33.3,57,100,1.32
317,Glinka,RU,2021-12-05 19:42:11,54.6404,32.8781,22.57,98,100,4.59
318,Catamarca,AR,2021-12-05 19:42:12,-28.4696,-65.7852,82.78,48,96,3.0
319,Kharp,RU,2021-12-05 19:42:12,66.8014,65.8081,-13.05,87,67,4.79
320,Auki,SB,2021-12-05 19:42:13,-8.7676,160.7034,79.07,86,95,5.41
321,Rondonopolis,BR,2021-12-05 19:42:13,-16.4708,-54.6356,86.25,70,99,2.86
322,Linxia,CN,2021-12-05 19:42:14,35.6003,103.2064,28.15,58,0,1.77
323,Talnakh,RU,2021-12-05 19:42:14,69.4865,88.3972,-21.8,99,100,13.62
324,Birin,NP,2021-12-05 19:42:15,26.8865,88.0718,52.48,79,70,4.18
325,Havre-Saint-Pierre,CA,2021-12-05 19:42:16,50.2334,-63.5986,24.8,63,75,19.57
326,Pandan,PH,2021-12-05 19:42:17,14.0453,124.1694,76.19,82,93,15.12
327,Westport,US,2021-12-05 19:42:17,41.1415,-73.3579,48.97,46,1,1.01
328,Kupang,ID,2021-12-05 19:42:18,-10.1667,123.5833,80.08,83,99,7.23
329,Mayya,RU,2021-12-05 19:42:18,61.7333,130.2811,-24.48,99,100,3.31
330,Vestmanna,FO,2021-12-05 19:42:19,62.1564,-7.1664,31.12,80,75,3.44
331,Garoua,CM,2021-12-05 19:42:19,9.3,13.4,84.79,21,96,5.41
332,Muravlenko,RU,2021-12-05 19:42:19,63.7898,74.523,-16.33,92,100,8.3
333,Ust-Nera,RU,2021-12-05 19:42:20,64.5667,143.2,-25.92,97,100,5.39
334,Maniitsoq,GL,2021-12-05 19:42:20,65.4167,-52.9,27.01,85,100,28.43
335,Cooma,AU,2021-12-05 19:42:21,-36.2333,149.1333,46.17,93,90,11.5
336,Tabora,TZ,2021-12-05 19:42:21,-5.0167,32.8,73.99,50,100,2.68
337,La Ronge,CA,2021-12-05 19:42:21,55.1001,-105.2842,-12.75,58,20,10.36
338,Guerrero Negro,MX,2021-12-05 19:42:22,27.9769,-114.0611,69.35,64,1,14.45
339,Hay River,CA,2021-12-05 19:42:22,60.8156,-115.7999,-16.62,69,20,4.61
340,San Luis,AR,2021-12-05 19:41:23,-33.295,-66.3356,76.35,53,94,12.03
341,Hithadhoo,MV,2021-12-05 19:42:23,-0.6,73.0833,81.23,79,100,14.05
342,Coihaique,CL,2021-12-05 19:42:23,-45.5752,-72.0662,70.41,46,75,5.75
343,Oud-Heverlee,BE,2021-12-05 19:42:24,50.8352,4.6642,40.37,92,75,2.3
344,Shenjiamen,CN,2021-12-05 19:42:24,29.9576,122.298,55.11,68,0,8.03
345,Port-Gentil,GA,2021-12-05 19:42:25,-0.7193,8.7815,82.36,83,40,12.66
346,Nong Chik,TH,2021-12-05 19:42:25,6.8436,101.178,75.81,74,80,4.72
347,Muli,MV,2021-12-05 19:42:26,2.9167,73.5667,82.74,72,20,15.48
348,Muros,ES,2021-12-05 19:42:26,42.7762,-9.0603,54.23,92,54,8.59
349,Porto Novo,BJ,2021-12-05 19:42:26,6.4965,2.6036,84.02,77,97,9.55
350,Pop,UZ,2021-12-05 19:42:27,40.8736,71.1089,41.49,59,78,3.98
351,Hami,CN,2021-12-05 19:42:28,42.8,93.45,30.42,49,99,5.1
352,Airai,TL,2021-12-05 19:42:28,-8.9266,125.4092,61.45,92,100,0.83
353,Pangkalanbuun,ID,2021-12-05 19:42:28,-2.6833,111.6167,74.08,98,100,3.91
354,Yumen,CN,2021-12-05 19:42:29,40.2833,97.2,26.56,49,26,21.59
355,Mangrol,IN,2021-12-05 19:42:29,21.1167,70.1167,73.35,56,0,11.27
356,Gizo,SB,2021-12-05 19:42:30,-8.103,156.8419,82.2,76,100,2.66
357,Safaga,EG,2021-12-05 19:42:30,26.7292,33.9365,67.95,39,100,15.79
358,Klaksvik,FO,2021-12-05 19:42:31,62.2266,-6.589,32.92,59,26,10.47
359,Villa Florida,PY,2021-12-05 19:42:31,-26.3833,-57.15,93.69,34,11,8.68
360,Zyryanka,RU,2021-12-05 19:42:32,65.75,150.85,-40.5,95,98,5.23
361,Ardesen,TR,2021-12-05 19:42:32,41.1911,40.9875,57.16,66,32,3.53
362,Sept-Iles,CA,2021-12-05 19:43:33,50.2001,-66.3821,21.06,52,75,5.99
363,Marrakesh,MA,2021-12-05 19:38:56,31.6315,-8.0083,55.47,47,0,4.61
364,Arman,RU,2021-12-05 19:43:33,59.7,150.1667,-15.45,95,33,6.22
365,Tokur,RU,2021-12-05 19:43:34,53.1333,132.9,2.79,97,100,3.31
366,Nanortalik,GL,2021-12-05 19:43:34,60.1432,-45.2371,28.17,68,89,26.46
367,Progreso,MX,2021-12-05 19:43:35,21.2833,-89.6667,86.11,49,0,11.59
368,Pacific Grove,US,2021-12-05 19:38:38,36.6177,-121.9166,71.8,74,1,5.01
369,Ugoofaaru,MV,2021-12-05 19:43:35,5.6667,73.0,82.13,75,87,9.86
370,Ca Mau,VN,2021-12-05 19:43:36,9.1769,105.15,70.79,86,99,5.12
371,Omboue,GA,2021-12-05 19:43:36,-1.5746,9.2618,78.62,88,100,6.62
372,Haines Junction,CA,2021-12-05 19:43:37,60.7522,-137.5108,-4.67,98,100,1.61
373,San Quintin,MX,2021-12-05 19:43:37,30.4833,-115.95,65.59,68,0,13.2
374,Cascais,PT,2021-12-05 19:43:01,38.6979,-9.4215,56.05,72,40,1.01
375,Vaitape,PF,2021-12-05 19:43:38,-16.5167,-151.75,80.96,71,50,18.95
376,Bogorodskoye,RU,2021-12-05 19:43:38,56.55,37.8833,21.09,95,100,7.45
377,Qianan,CN,2021-12-05 19:43:39,44.9932,124.0581,20.16,86,99,7.34
378,Coihueco,CL,2021-12-05 19:43:39,-36.6167,-71.8333,93.94,16,0,5.75
379,Broome,US,2021-12-05 19:43:40,42.2506,-75.833,43.21,58,40,1.99
380,Sorong,ID,2021-12-05 19:43:40,-0.8833,131.25,79.12,86,89,4.03
381,Garissa,KE,2021-12-05 19:43:41,-0.4536,39.6401,79.97,68,71,11.59
382,Tombouctou,ML,2021-12-05 19:43:41,20.0,-3.0,64.99,13,84,10.6
383,Jian,CN,2021-12-05 19:43:41,27.1172,114.9793,48.54,62,0,1.72
384,Goderich,CA,2021-12-05 19:43:42,43.7501,-81.7165,33.91,74,100,11.5
385,Tiarei,PF,2021-12-05 19:43:43,-17.5333,-149.3333,84.22,70,51,17.56
386,Naryan-Mar,RU,2021-12-05 19:43:43,67.6713,53.087,20.21,89,100,14.41
387,Rassvet,RU,2021-12-05 19:43:44,46.8333,40.75,40.33,99,93,11.18
388,North Bend,US,2021-12-05 19:43:44,43.4065,-124.2243,49.91,90,1,8.05
389,Devils Lake,US,2021-12-05 19:43:44,48.1128,-98.8651,24.91,90,90,13.0
390,Spencer,US,2021-12-05 19:43:45,43.1414,-95.1444,46.08,57,90,21.85
391,Normandin,CA,2021-12-05 19:43:46,48.8333,-72.5321,14.31,57,100,6.91
392,San Juan,AR,2021-12-05 19:41:07,-31.5375,-68.5364,85.51,31,2,5.77
393,Jumla,NP,2021-12-05 19:43:46,29.2747,82.1838,40.42,84,42,5.19
394,Santa Cruz Cabralia,BR,2021-12-05 19:43:47,-16.2781,-39.0247,80.83,78,40,11.5
395,Truro,GB,2021-12-05 19:43:47,50.2653,-5.0544,45.68,76,40,12.66
396,Mount Isa,AU,2021-12-05 19:43:48,-20.7333,139.5,74.97,64,99,8.05
397,Patria,PH,2021-12-05 19:43:48,11.7403,122.0171,75.4,84,99,7.0
398,Te Anau,NZ,2021-12-05 19:43:49,-45.4167,167.7167,45.46,86,73,5.7
399,Wajima,JP,2021-12-05 19:43:49,37.4,136.9,46.29,77,93,4.41
400,Neuquen,AR,2021-12-05 19:39:57,-38.9516,-68.0591,87.69,37,0,9.22
401,Katherine,AU,2021-12-05 19:43:50,-14.4667,132.2667,77.32,88,100,3.44
402,Cayenne,GF,2021-12-05 19:43:50,4.9333,-52.3333,82.44,83,75,4.0
403,Dunedin,NZ,2021-12-05 19:43:51,-45.8742,170.5036,54.81,66,100,3.0
404,Umm Bab,QA,2021-12-05 19:43:52,25.2142,50.8072,64.08,47,21,2.28
405,Natal,BR,2021-12-05 19:41:25,-5.795,-35.2094,86.65,66,75,18.41
406,Mehriz,IR,2021-12-05 19:43:52,31.5917,54.4318,41.5,22,98,4.09
407,Miri,MY,2021-12-05 19:44:53,4.4148,114.0089,77.14,94,40,3.44
408,Rayevskiy,RU,2021-12-05 19:44:53,54.0658,54.9468,27.05,92,100,1.59
409,Mahina,PF,2021-12-05 19:44:54,-17.5065,-149.489,83.97,65,20,18.41
410,Yamada,JP,2021-12-05 19:44:54,39.4667,141.95,36.18,76,5,7.0
411,Kununurra,AU,2021-12-05 19:44:55,-15.7667,128.7333,75.18,94,40,5.75
412,Sola,VU,2021-12-05 19:44:55,-13.8833,167.55,80.04,76,9,8.1
413,Alta Floresta,BR,2021-12-05 19:44:56,-9.8756,-56.0861,80.42,83,90,3.44
414,Flinders,AU,2021-12-05 19:44:56,-34.5833,150.8552,61.81,82,96,4.32
415,Mantua,IT,2021-12-05 19:44:57,45.1667,10.7833,44.71,88,81,1.01
416,Port Victoria,KE,2021-12-05 19:44:58,0.0939,33.9756,74.5,62,95,7.27
417,Inverell,AU,2021-12-05 19:44:58,-29.7833,151.1167,64.67,79,100,3.0
418,Tarko-Sale,RU,2021-12-05 19:44:59,64.9225,77.785,-32.75,100,43,3.0
419,Pochutla,MX,2021-12-05 19:44:59,15.7432,-96.4661,90.82,38,0,8.23
420,Bull Savanna,JM,2021-12-05 19:45:00,17.8868,-77.5902,81.55,68,96,17.11
421,Tual,ID,2021-12-05 19:45:00,-5.6667,132.75,82.67,78,97,14.18
422,Machala,EC,2021-12-05 19:45:01,-3.2667,-79.9667,80.91,69,75,6.91
423,Letka,RU,2021-12-05 19:45:01,59.6011,49.4232,-8.97,100,84,4.09
424,Conil,FR,2021-12-05 19:45:02,44.9673,3.7177,28.04,98,99,10.16
425,Kuytun,RU,2021-12-05 19:45:03,54.3419,101.5036,10.81,95,90,5.06
426,Agua Verde,MX,2021-12-05 19:45:03,22.9,-106.05,84.13,69,68,5.64
427,Usinsk,RU,2021-12-05 19:45:04,65.9939,57.5281,-2.49,98,95,6.71
428,Jalu,LY,2021-12-05 19:45:04,29.0331,21.5482,58.62,59,0,5.48
429,Tecoanapa,MX,2021-12-05 19:45:05,16.5167,-98.75,83.73,62,3,8.3
430,Glendive,US,2021-12-05 19:45:05,47.1053,-104.7125,27.7,83,90,18.41
431,Tura,IN,2021-12-05 19:45:06,25.5198,90.2201,65.35,83,100,1.72
432,Kano,NG,2021-12-05 19:45:06,12.0001,8.5167,71.49,40,8,3.44
433,Xuddur,SO,2021-12-05 19:45:07,4.1213,43.8894,76.23,44,68,3.11
434,Buala,SB,2021-12-05 19:45:07,-8.145,159.5921,80.01,85,99,8.19
435,Rolla,US,2021-12-05 19:45:07,37.9514,-91.7713,68.86,65,40,7.0
436,Rocha,UY,2021-12-05 19:45:08,-34.4833,-54.3333,65.35,92,87,9.46
437,Pevek,RU,2021-12-05 19:45:08,69.7008,170.3133,-8.34,97,100,9.4
438,Rundu,NA,2021-12-05 19:45:09,-17.9333,19.7667,70.92,71,95,10.02
439,Blythe,US,2021-12-05 19:45:09,33.6103,-114.5964,72.03,12,0,9.53
440,Namibe,AO,2021-12-05 19:45:10,-15.1961,12.1522,73.4,61,1,9.44
441,Nemuro,JP,2021-12-05 19:45:10,43.3236,145.575,40.23,65,0,8.97
442,Bennettsville,US,2021-12-05 19:45:11,34.6174,-79.6848,68.92,66,75,1.01
443,Pozo Colorado,PY,2021-12-05 19:45:11,-23.4923,-58.7972,100.65,23,49,5.35
444,Ayolas,PY,2021-12-05 19:45:11,-27.4,-56.9,93.85,33,6,6.31
445,Catuday,PH,2021-12-05 19:45:12,16.2923,119.8062,74.14,70,68,8.37
446,Marion,US,2021-12-05 19:43:35,39.7684,-86.1555,53.92,82,90,9.22
447,Pathein,MM,2021-12-05 19:45:13,16.7833,94.7333,66.78,75,96,4.5
448,Rabak,SD,2021-12-05 19:45:13,13.1809,32.74,81.79,26,0,10.42
449,Karakol,KG,2021-12-05 19:45:14,42.4907,78.3936,25.61,61,53,7.18
450,Ancud,CL,2021-12-05 19:45:14,-41.8697,-73.8203,74.73,59,12,6.93
451,Madimba,TZ,2021-12-05 19:45:15,-10.4,40.3333,77.5,89,100,8.43
452,Husavik,IS,2021-12-05 19:45:15,66.0449,-17.3389,37.31,74,100,22.03
453,Manaquiri,BR,2021-12-05 19:46:16,-3.3167,-60.35,82.89,66,72,4.9
454,Epiniana,GR,2021-12-05 19:46:16,39.1429,21.6134,45.75,97,99,5.59
455,Akcaabat,TR,2021-12-05 19:46:17,41.0212,39.5715,53.47,76,75,5.75
456,Roald,NO,2021-12-05 19:46:17,62.5833,6.1333,36.34,69,75,14.97
457,Hibbing,US,2021-12-05 19:46:17,47.4272,-92.9377,26.2,62,90,11.5
458,Livramento,BR,2021-12-05 19:46:18,-3.0254,-60.1803,83.08,89,75,5.75
459,Digras,IN,2021-12-05 19:46:19,20.1167,77.7167,68.77,63,0,2.26
460,Kitui,KE,2021-12-05 19:46:19,-1.367,38.0106,63.27,87,55,1.77
461,Gberia Fotombu,SL,2021-12-05 19:46:19,9.8833,-11.1667,76.14,30,3,2.86
462,Marondera,ZW,2021-12-05 19:46:20,-18.1853,31.5519,69.33,36,25,6.89
463,Acari,PE,2021-12-05 19:46:20,-15.4311,-74.6158,77.83,58,99,10.07
464,Visakhapatnam,IN,2021-12-05 19:46:21,17.69,83.2093,76.89,94,75,2.3
465,San Cristobal,VE,2021-12-05 19:44:35,7.7669,-72.225,82.58,44,66,6.11
466,Prince George,CA,2021-12-05 19:46:21,53.9166,-122.753,18.63,83,1,5.75
467,Bodmin,GB,2021-12-05 19:45:38,50.4715,-4.7243,44.56,76,40,12.66
468,Raudeberg,NO,2021-12-05 19:46:22,61.9875,5.1352,35.2,77,100,5.99
469,Coahuayana,MX,2021-12-05 19:46:22,18.7333,-103.6833,85.69,58,99,5.91
470,Vila Franca Do Campo,PT,2021-12-05 19:46:23,37.7167,-25.4333,65.19,81,44,3.31
471,Kavieng,PG,2021-12-05 19:46:24,-2.5744,150.7967,82.09,80,96,7.85
472,Derzhavinsk,KZ,2021-12-05 19:46:25,51.1,66.3167,12.83,86,21,6.04
473,Libreville,GA,2021-12-05 19:46:25,0.3925,9.4537,82.42,89,40,10.36
474,Raymond,US,2021-12-05 19:46:26,43.9015,-70.4703,39.47,55,99,2.21
475,Vilcun,CL,2021-12-05 19:46:26,-38.65,-72.2333,84.94,13,0,8.08
476,Mareeba,AU,2021-12-05 19:46:26,-17.0,145.4333,74.12,92,2,2.93
477,Gemena,CD,2021-12-05 19:46:27,3.25,19.7667,74.95,85,99,2.37
478,Vila,PT,2021-12-05 19:46:27,42.0304,-8.1588,42.33,86,97,4.36
479,Dongsheng,CN,2021-12-05 19:46:28,39.8161,109.9776,24.73,43,0,14.85
480,Furstenwalde,DE,2021-12-05 19:46:29,52.3667,14.0667,35.11,99,100,4.72
481,Alugan,PH,2021-12-05 19:46:30,12.2188,125.4808,78.12,78,97,12.88
482,Mingaora,PK,2021-12-05 19:46:31,34.7758,72.3625,50.83,79,100,3.87
483,Medak,IN,2021-12-05 19:46:31,18.0333,78.2667,68.2,63,5,6.51
484,Oum Hadjer,TD,2021-12-05 19:46:32,13.2954,19.6966,81.84,20,81,8.3
485,Lensk,RU,2021-12-05 19:46:32,60.7253,114.9278,-0.85,97,100,4.41
486,Shaki,AZ,2021-12-05 19:46:33,41.0833,47.1667,47.19,46,63,2.71
487,Bata,GQ,2021-12-05 19:46:33,1.8639,9.7658,80.67,83,100,4.88
488,Axim,GH,2021-12-05 19:46:34,4.8699,-2.2405,80.83,82,75,8.34
489,Svobodnyy,RU,2021-12-05 19:46:35,51.4,128.1333,-1.07,97,52,5.61
490,Nanchong,CN,2021-12-05 19:46:36,30.7951,106.0847,53.83,67,0,5.55
491,Rio Gallegos,AR,2021-12-05 19:44:13,-51.6226,-69.2181,66.25,16,20,24.16
492,Kresek,ID,2021-12-05 19:46:36,-6.1314,106.3797,78.12,85,100,4.29
493,Panorama,GR,2021-12-05 19:46:37,40.5878,23.0315,52.43,82,20,7.0
494,Along,IN,2021-12-05 19:46:38,28.1667,94.7667,57.27,85,100,1.59
495,Bilibino,RU,2021-12-05 19:46:38,68.0546,166.4372,-19.26,99,100,2.8
496,Vanimo,PG,2021-12-05 19:46:10,-2.6741,141.3028,78.91,83,91,7.02
497,Mlonggo,ID,2021-12-05 19:46:39,-6.5333,110.7,73.53,80,100,12.95
498,Novozavedennoye,RU,2021-12-05 19:47:39,44.2628,43.6381,34.9,54,96,1.41
499,Bima,ID,2021-12-05 19:47:40,-8.4667,118.7167,75.97,94,98,3.6
500,Brae,GB,2021-12-05 19:47:41,60.3964,-1.353,40.91,64,93,6.42
501,Green River,US,2021-12-05 19:47:41,41.5286,-109.4662,52.14,34,100,30.53
502,Shizunai,JP,2021-12-05 19:47:42,42.3339,142.3669,37.96,70,29,2.39
503,San Policarpo,PH,2021-12-05 19:46:57,12.1791,125.5072,78.66,77,97,13.8
504,Belyy Yar,RU,2021-12-05 19:47:42,53.6039,91.3903,17.49,77,81,2.24
505,Bouna,CI,2021-12-05 19:47:43,9.2667,-3.0,82.26,15,28,4.54
506,Soc Trang,VN,2021-12-05 19:47:43,9.6033,105.98,71.56,89,100,5.88
507,Svetlaya,RU,2021-12-05 19:47:44,46.5389,138.3297,27.75,74,2,6.55
508,Kurilsk,RU,2021-12-05 19:47:44,45.2333,147.8833,34.39,76,61,8.32
509,Fukue,JP,2021-12-05 19:47:45,32.6881,128.8419,57.24,60,100,5.19
510,Bacolod,PH,2021-12-05 19:47:46,10.6667,122.95,75.13,84,78,10.89
511,Erenhot,CN,2021-12-05 19:47:46,43.6475,111.9767,22.17,66,2,5.23
512,Tilichiki,RU,2021-12-05 19:47:47,60.4667,166.1,-0.4,96,95,2.98
513,Sainte-Adele,CA,2021-12-05 19:47:47,45.9501,-74.1325,26.42,78,98,4.36
514,Newport,GB,2021-12-05 19:43:32,51.5877,-2.9984,43.07,80,8,7.0
515,Lavrentiya,RU,2021-12-05 19:47:48,65.5833,-171.0,30.25,97,100,16.04
516,Kaka,TM,2021-12-05 19:47:48,37.3482,59.6143,46.54,52,0,5.66
517,Ahuimanu,US,2021-12-05 19:47:49,21.4447,-157.8378,72.54,83,75,0.0
518,Sao Joao Do Piaui,BR,2021-12-05 19:47:49,-8.3581,-42.2467,83.93,58,100,2.75
519,San Rafael Del Sur,NI,2021-12-05 19:47:50,11.8485,-86.4384,90.57,46,10,16.37
520,Ambon,ID,2021-12-05 19:47:50,-3.6954,128.1814,77.14,88,75,3.44
521,Dodge City,US,2021-12-05 19:47:50,37.7528,-100.0171,69.94,29,1,8.99
522,Bilma,NE,2021-12-05 19:47:51,18.6853,12.9164,68.63,17,31,8.01
523,Nyakahanga,TZ,2021-12-05 19:47:52,-1.6033,31.1414,59.32,78,88,2.64
524,Deputatskiy,RU,2021-12-05 19:47:52,69.3,139.9,-22.5,97,100,2.44
525,Basco,PH,2021-12-05 19:47:52,20.4487,121.9702,74.19,73,76,20.58
526,Southbridge,US,2021-12-05 19:47:53,42.0751,-72.0334,45.39,44,97,1.99
527,Vysokogornyy,RU,2021-12-05 19:47:54,50.1167,139.15,17.17,90,94,9.6
528,Hobyo,SO,2021-12-05 19:47:54,5.3505,48.5268,78.96,75,9,17.76
529,Leh,IN,2021-12-05 19:47:55,34.1667,77.5833,19.53,81,99,1.5
530,Wana,PK,2021-12-05 19:47:55,32.2989,69.5725,46.78,51,2,4.25
531,Cockburn Town,TC,2021-12-05 19:45:07,21.4612,-71.1419,80.58,75,40,19.51
532,Dalbandin,PK,2021-12-05 19:44:36,28.8947,64.4101,52.09,43,0,7.07
533,Dicabisagan,PH,2021-12-05 19:47:56,17.0818,122.4157,70.9,87,90,6.51
534,Tigzirt,DZ,2021-12-05 19:47:56,36.8886,4.1198,54.91,65,100,29.8
535,Fort Nelson,CA,2021-12-05 19:47:57,58.8053,-122.7002,-18.81,76,1,5.75
536,Sandviken,SE,2021-12-05 19:47:58,60.6167,16.7667,21.69,83,100,5.19
537,Iraray,PH,2021-12-05 19:47:58,8.9936,118.0511,76.1,80,23,7.47
538,Olafsvik,IS,2021-12-05 19:47:59,64.8945,-23.7142,41.94,89,100,3.42
539,Yerbogachen,RU,2021-12-05 19:47:59,61.2767,108.0108,-16.74,100,100,3.02
540,Morehead,US,2021-12-05 19:48:00,37.2711,-87.1764,70.14,67,75,3.0
541,Sibanicu,CU,2021-12-05 19:48:00,21.235,-77.5264,84.65,65,100,11.56
542,Lunen,DE,2021-12-05 19:48:00,51.6167,7.5167,41.45,91,75,2.3
543,Kuching,MY,2021-12-05 19:49:01,1.55,110.3333,75.42,94,40,2.3
544,Southern Pines,US,2021-12-05 19:49:02,35.174,-79.3923,64.69,62,90,10.36
545,Talara,PE,2021-12-05 19:47:24,-4.5772,-81.2719,75.96,64,0,17.27
546,Nantucket,US,2021-12-05 19:49:02,41.2835,-70.0995,46.74,51,84,4.79
547,Touros,BR,2021-12-05 19:47:26,-5.1989,-35.4608,86.9,75,83,15.99
548,Eskisehir,TR,2021-12-05 19:49:03,39.7767,30.5206,49.91,87,75,6.91
