City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
99,Salalah,OM,2021-12-05 19:31:13,17.0151,54.0924,73.49,56,0,4.61
100,Mongar,BT,2021-12-05 19:35:38,27.2747,91.2396,49.05,87,52,4.79
101,Tupik,RU,2021-12-05 19:35:39,54.4253,119.9327,10.83,58,2,13.8
102,Butaritari,KI,2021-12-05 19:26:59,3.0707,172.7902,82.02,81,100,13.98
103,Mount Gambier,AU,2021-12-05 19:25:49,-37.8333,140.7667,44.51,93,100,0.0
104,Iqaluit,CA,2021-12-05 19:28:55,63.7506,-68.5145,10.13,66,90,25.01
105,Black Diamond,US,2021-12-05 19:30:40,47.3087,-122.0032,40.33,92,96,1.01
106,Port Blair,IN,2021-12-05 19:34:28,11.6667,92.75,78.37,73,10,8.95
107,Carnarvon,AU,2021-12-05 19:28:23,-24.8667,113.6333,75.27,69,0,18.41
108,Yoichi,JP,2021-12-05 19:31:26,43.2039,140.7703,26.22,78,52,9.98
109,Mahebourg,MU,2021-12-05 19:35:41,-20.4081,57.7,79.25,73,40,8.05
110,Esperance,AU,2021-12-05 19:35:41,-33.8667,121.9,60.64,75,69,11.97
111,Georgetown,MY,2021-12-05 19:27:07,5.4112,100.3354,78.89,80,20,6.91
112,Shelburne,CA,2021-12-05 19:28:21,44.0787,-80.2041,29.28,83,100,11.86
113,Tezu,IN,2021-12-05 19:35:42,27.9167,96.1667,65.82,58,100,3.62
114,Luderitz,NA,2021-12-05 19:35:42,-26.6481,15.1594,62.28,84,0,14.09
115,Pisco,PE,2021-12-05 19:35:43,-13.7,-76.2167,71.65,73,40,6.91
116,Hastings,GB,2021-12-05 19:35:44,50.8552,0.5729,43.81,80,47,21.63
117,Pogar,RU,2021-12-05 19:35:44,52.554,33.2591,26.06,91,100,5.73
118,Ponta Do Sol,PT,2021-12-05 19:35:45,32.6667,-17.1,66.83,73,64,7.47
119,College,US,2021-12-05 19:35:45,64.8569,-147.8028,1.22,78,75,0.0
120,Bethel,US,2021-12-05 19:35:46,41.3712,-73.414,47.12,38,1,3.44
121,Qandala,SO,2021-12-05 19:35:47,11.472,49.8728,75.74,68,10,6.11
122,Yellowknife,CA,2021-12-05 19:34:30,62.456,-114.3525,-17.72,84,20,9.22
123,Meulaboh,ID,2021-12-05 19:31:05,4.1363,96.1285,76.21,87,98,3.94
124,Wakkanai,JP,2021-12-05 19:35:47,45.4094,141.6739,44.38,79,100,32.19
125,Matagami,CA,2021-12-05 19:35:48,49.7502,-77.6328,8.71,78,90,6.91
126,Antofagasta,CL,2021-12-05 19:31:42,-23.65,-70.4,65.48,64,26,8.32
127,Batemans Bay,AU,2021-12-05 19:35:48,-35.7167,150.1833,58.1,66,99,3.02
128,Bandarbeyla,SO,2021-12-05 19:35:49,9.4942,50.8122,77.31,63,5,17.76
129,Sohag,EG,2021-12-05 19:35:50,26.557,31.6948,59.68,49,100,5.35
130,Codrington,AU,2021-12-05 19:35:50,-38.2667,141.9667,49.44,82,99,6.08
131,Pangnirtung,CA,2021-12-05 19:35:51,66.1451,-65.7125,17.6,93,90,16.11
132,Najran,SA,2021-12-05 19:29:48,17.4924,44.1277,57.85,33,0,1.57
133,Bengkulu,ID,2021-12-05 19:36:52,-3.8004,102.2655,74.79,91,97,8.48
134,Goure,NE,2021-12-05 19:36:53,13.9835,10.2704,78.03,13,5,9.48
135,Lompoc,US,2021-12-05 19:36:54,34.6391,-120.4579,78.08,57,1,0.0
136,Clonakilty,IE,2021-12-05 19:36:54,51.6231,-8.8706,40.21,78,100,8.61
137,Bulgan,MN,2021-12-05 19:36:09,48.8125,103.5347,19.33,47,9,3.8
138,Altay,CN,2021-12-05 19:36:55,47.8667,88.1167,32.23,56,100,6.2
139,Lourdes,FR,2021-12-05 19:36:56,43.1,-0.05,38.95,87,75,13.8
140,Sungaipenuh,ID,2021-12-05 19:36:57,-2.0833,101.3833,63.86,96,100,1.52
141,East London,ZA,2021-12-05 19:34:58,-33.0153,27.9116,69.42,98,100,5.93
142,Waipawa,NZ,2021-12-05 19:36:57,-41.4122,175.5153,53.46,97,100,8.7
143,Morant Bay,JM,2021-12-05 19:36:58,17.8815,-76.4093,87.42,74,78,12.88
144,Sompeta,IN,2021-12-05 19:29:45,18.9333,84.6,73.67,90,100,2.28
145,Baykit,RU,2021-12-05 19:36:59,61.67,96.37,-3.82,96,100,2.91
146,Buraydah,SA,2021-12-05 19:34:59,26.326,43.975,61.25,22,10,12.08
147,Noumea,NC,2021-12-05 19:35:27,-22.2763,166.4572,80.01,99,100,10.16
148,Jamestown,US,2021-12-05 19:36:50,42.097,-79.2353,42.53,52,90,5.99
149,Carutapera,BR,2021-12-05 19:31:02,-1.195,-46.02,83.26,72,13,9.33
150,Vao,NC,2021-12-05 19:37:00,-22.6667,167.4833,74.39,83,100,20.6
151,Adrar,MR,2021-12-05 19:37:00,20.5022,-10.0711,65.37,12,100,9.98
152,Floreffe,BE,2021-12-05 19:37:01,50.4347,4.7585,39.43,87,97,0.29
153,Omsukchan,RU,2021-12-05 19:37:01,62.5333,155.8,-32.15,98,85,3.33
154,Waingapu,ID,2021-12-05 19:29:38,-9.6567,120.2641,78.82,83,100,4.34
155,Longyearbyen,SJ,2021-12-05 19:37:02,78.2186,15.6401,15.64,73,75,11.5
156,Tuatapere,NZ,2021-12-05 19:37:03,-46.1333,167.6833,48.81,74,100,4.32
157,Constantine,DZ,2021-12-05 19:37:03,36.365,6.6147,42.21,87,75,27.63
158,Hanzhong,CN,2021-12-05 19:37:04,33.0728,107.0303,44.33,65,0,1.23
159,Grindavik,IS,2021-12-05 19:37:04,63.8424,-22.4338,43.27,100,90,19.57
160,Trairi,BR,2021-12-05 19:33:17,-3.2778,-39.2689,83.19,71,10,13.33
161,Ulaangom,MN,2021-12-05 19:37:05,49.9811,92.0667,5.79,80,100,5.08
162,Victoria,HK,2021-12-05 19:27:21,22.2855,114.1577,65.25,66,92,5.01
163,Ust-Kulom,RU,2021-12-05 19:37:06,61.6864,53.6902,-10.52,98,42,5.06
164,Itarema,BR,2021-12-05 19:37:06,-2.9248,-39.9167,83.08,73,12,18.63
165,Mikhaylovka,RU,2021-12-05 19:37:06,50.06,43.2379,28.71,95,24,8.75
166,Elat,IL,2021-12-05 19:37:07,29.5581,34.9482,66.04,30,0,4.61
167,Qaqortoq,GL,2021-12-05 19:37:07,60.7167,-46.0333,28.9,86,100,9.84
168,Barcelona,ES,2021-12-05 19:37:08,41.3888,2.159,49.86,53,20,5.99
169,Hermanus,ZA,2021-12-05 19:37:08,-34.4187,19.2345,62.91,94,100,11.86
170,Gwadar,PK,2021-12-05 19:37:09,25.1216,62.3254,74.62,31,0,8.43
171,Ilulissat,GL,2021-12-05 19:37:09,69.2167,-51.1,33.82,51,75,16.11
172,Nanakuli,US,2021-12-05 19:37:10,21.3906,-158.1547,72.77,78,90,0.0
173,Jacareacanga,BR,2021-12-05 19:37:10,-6.2222,-57.7528,80.91,87,95,3.06
174,Burnie,AU,2021-12-05 19:32:22,-41.0667,145.9167,55.17,79,89,13.65
175,Karratha,AU,2021-12-05 19:38:11,-20.7377,116.8463,85.06,34,20,15.61
176,Shimoda,JP,2021-12-05 19:38:11,34.6667,138.95,48.11,83,100,15.05
177,Mumford,GH,2021-12-05 19:38:12,5.2618,-0.759,81.66,84,100,12.95
178,Montesilvano,IT,2021-12-05 19:38:12,42.5039,14.138,48.0,77,75,3.44
179,Barranca,PE,2021-12-05 19:38:13,-10.75,-77.7667,68.68,78,100,9.95
180,Luanda,AO,2021-12-05 19:33:26,-8.8368,13.2343,78.82,83,71,10.74
181,Cherskiy,RU,2021-12-05 19:38:13,68.75,161.3,-47.16,100,84,4.68
182,Farah,AF,2021-12-05 19:38:14,32.5,62.5,45.93,47,0,2.57
183,Tiksi,RU,2021-12-05 19:38:14,71.6872,128.8694,-13.54,91,100,6.76
184,Bambanglipuro,ID,2021-12-05 19:38:15,-7.95,110.2833,64.6,89,99,5.26
185,Alanya,TR,2021-12-05 19:38:15,36.5438,31.9998,55.53,65,0,7.0
186,Palmer,US,2021-12-05 19:38:15,42.1584,-72.3287,46.08,44,75,5.75
187,Dingle,PH,2021-12-05 19:38:16,10.9995,122.6711,71.33,91,42,6.85
188,Tuktoyaktuk,CA,2021-12-05 19:38:16,69.4541,-133.0374,-20.2,76,75,6.91
189,Morganton,US,2021-12-05 19:34:07,35.7454,-81.6848,61.02,47,75,1.99
190,Whitehorse,CA,2021-12-05 19:34:13,60.7161,-135.0538,-5.91,83,90,18.99
191,Isangel,VU,2021-12-05 19:31:12,-19.55,169.2667,79.21,78,52,10.33
192,Medea,DZ,2021-12-05 19:38:17,36.2642,2.7539,43.25,74,62,20.89
193,Ginda,IN,2021-12-05 19:38:18,30.6945,78.4932,44.08,80,41,5.77
194,Lorengau,PG,2021-12-05 19:38:18,-2.0226,147.2712,83.39,80,48,15.79
195,Caravelas,BR,2021-12-05 19:32:28,-17.7125,-39.2481,78.84,71,0,7.09
196,Rengasdengklok,ID,2021-12-05 19:38:19,-6.1592,107.2981,78.13,80,100,7.07
197,Kodiak,US,2021-12-05 19:38:19,57.79,-152.4072,26.11,100,90,0.0
198,Necochea,AR,2021-12-05 19:38:19,-38.5473,-58.7368,67.03,57,0,11.83
199,Murud,IN,2021-12-05 19:38:20,18.3258,72.965,72.95,84,1,3.42
200,Bathsheba,BB,2021-12-05 19:28:24,13.2167,-59.5167,84.81,65,75,19.57
201,Cookeville,US,2021-12-05 19:38:20,36.1628,-85.5016,70.56,72,75,4.0
202,Balasheyka,RU,2021-12-05 19:38:21,53.2841,48.0851,26.56,87,97,2.01
203,Songjianghe,CN,2021-12-05 19:38:21,42.1859,127.479,31.66,80,63,8.7
204,Manado,ID,2021-12-05 19:38:22,1.487,124.8455,74.17,94,40,0.0
205,Avarua,CK,2021-12-05 19:33:52,-21.2078,-159.775,80.65,89,40,6.91
206,Los Llanos De Aridane,ES,2021-12-05 19:38:22,28.6585,-17.9182,64.15,68,75,11.99
207,Vestmannaeyjar,IS,2021-12-05 19:29:35,63.4427,-20.2734,44.35,91,100,29.71
208,Chokurdakh,RU,2021-12-05 19:32:23,70.6333,147.9167,-42.27,100,61,5.32
209,Dikson,RU,2021-12-05 19:31:02,73.5069,80.5464,0.73,94,100,9.24
210,Kaitangata,NZ,2021-12-05 19:29:40,-46.2817,169.8464,52.93,57,100,4.88
211,Arbagar,RU,2021-12-05 19:38:23,51.9438,116.2805,5.18,92,11,5.26
212,Severo-Kurilsk,RU,2021-12-05 19:38:24,50.6789,156.125,31.68,71,92,23.71
213,Gillette,US,2021-12-05 19:38:24,44.2911,-105.5022,22.69,83,90,18.99
214,Usvyaty,RU,2021-12-05 19:38:25,55.7456,30.7533,20.5,96,96,4.23
215,Marienburg,PL,2021-12-05 19:38:26,54.0359,19.0266,37.11,90,100,12.77
216,Inirida,CO,2021-12-05 19:38:26,3.8653,-67.9239,88.72,57,100,0.54
217,Abaza,RU,2021-12-05 19:38:26,52.655,90.0928,16.23,86,100,5.44
218,Katsuura,JP,2021-12-05 19:31:06,35.1333,140.3,48.31,74,99,12.03
219,Devin,BG,2021-12-05 19:38:27,41.7433,24.4,38.3,92,88,6.55
220,Solnechnyy,RU,2021-12-05 19:38:28,50.7214,136.6319,11.48,91,99,4.94
221,Gat,IL,2021-12-05 19:38:28,31.61,34.7642,61.39,2,3,7.18
222,Vostok,RU,2021-12-05 19:32:46,46.4856,135.8833,14.22,91,17,5.88
223,Dukat,RU,2021-12-05 19:39:29,62.55,155.55,-31.2,99,73,4.72
224,Korla,CN,2021-12-05 19:39:30,41.7597,86.1469,29.88,46,100,0.81
225,Port Hardy,CA,2021-12-05 19:26:31,50.6996,-127.4199,35.76,93,90,2.3
226,Praia Da Vitoria,PT,2021-12-05 19:39:30,38.7333,-27.0667,62.85,82,40,4.92
227,Norman Wells,CA,2021-12-05 19:39:31,65.282,-126.8329,-14.62,81,40,5.28
228,Khandyga,RU,2021-12-05 19:39:31,62.6667,135.6,-8.7,99,100,3.09
229,Yaan,NG,2021-12-05 19:39:32,7.3833,8.5667,83.05,31,100,3.87
230,Minab,IR,2021-12-05 19:39:32,27.1467,57.0801,63.9,50,4,1.66
231,Narsaq,GL,2021-12-05 19:32:26,60.9167,-46.05,28.62,85,100,7.02
232,Aykhal,RU,2021-12-05 19:39:33,66.0,111.5,-24.59,93,100,12.64
233,Kambove,CD,2021-12-05 19:39:33,-10.8764,26.5969,66.85,60,45,1.72
234,Russell,US,2021-12-05 19:39:34,32.3502,-85.1999,74.37,60,75,5.75
235,Barrow,US,2021-12-05 19:39:34,71.2906,-156.7887,10.42,67,40,14.97
236,Saint-Philippe,RE,2021-12-05 19:39:35,-21.3585,55.7679,76.59,80,37,10.31
237,Hirado,JP,2021-12-05 19:39:35,33.3597,129.5531,45.36,63,66,4.99
238,Gaziantep,TR,2021-12-05 19:39:36,37.0594,37.3825,42.46,70,0,0.0
239,Anloga,GH,2021-12-05 19:39:36,5.7947,0.8973,84.42,83,66,14.54
240,Nome,US,2021-12-05 19:29:43,64.5011,-165.4064,30.27,93,90,32.21
241,Hualmay,PE,2021-12-05 19:39:37,-11.0964,-77.6139,69.57,79,100,10.4
242,Tessalit,ML,2021-12-05 19:39:37,20.1986,1.0114,71.31,14,85,10.87
243,Parfenyevo,RU,2021-12-05 19:39:38,58.484,43.4088,-1.86,98,66,3.0
244,Cairns,AU,2021-12-05 19:39:38,-16.9167,145.7667,76.95,85,0,8.05
245,Belmonte,BR,2021-12-05 19:39:39,-15.8631,-38.8828,81.1,74,1,7.11
246,Henties Bay,NA,2021-12-05 19:39:39,-22.116,14.2845,61.86,85,0,9.04
247,Leningradskiy,RU,2021-12-05 19:28:43,69.3833,178.4167,-2.7,98,100,11.9
248,Maldonado,UY,2021-12-05 19:39:40,-34.6667,-54.9167,67.39,74,91,12.62
249,Atar,MR,2021-12-05 19:39:40,20.5169,-13.0499,73.27,15,100,12.17
250,Lubao,PH,2021-12-05 19:39:41,14.9167,120.55,75.22,82,73,5.03
251,Sfantu Gheorghe,RO,2021-12-05 19:39:41,45.8667,25.7833,32.94,83,100,2.86
252,Kieta,PG,2021-12-05 19:39:41,-6.2167,155.6333,79.48,83,100,3.15
253,Bom Jesus Do Itabapoana,BR,2021-12-05 19:39:42,-21.1339,-41.6797,78.87,84,31,5.66
254,Ostrovnoy,RU,2021-12-05 19:39:42,68.0531,39.5131,7.77,74,91,20.87
255,Bara,NG,2021-12-05 19:39:43,10.3744,10.7288,79.99,24,69,7.92
256,Saint-Augustin,CA,2021-12-05 19:29:48,51.226,-58.6502,23.45,54,100,8.12
257,Udachnyy,RU,2021-12-05 19:36:35,66.4167,112.4,-22.56,74,100,18.39
258,At-Bashi,KG,2021-12-05 19:39:44,41.1702,75.8106,16.81,64,100,0.78
259,Batticaloa,LK,2021-12-05 19:39:45,7.7102,81.6924,78.62,83,6,3.18
260,Saldanha,ZA,2021-12-05 19:39:45,-33.0117,17.9442,60.85,92,13,15.9
261,Berlevag,NO,2021-12-05 19:39:45,70.8578,29.0864,22.95,58,0,24.16
262,Gharghoda,IN,2021-12-05 19:39:46,22.1667,83.35,68.18,82,99,1.32
263,Torbay,CA,2021-12-05 19:35:31,47.6666,-52.7314,35.58,64,20,10.36
264,Paamiut,GL,2021-12-05 19:39:47,61.994,-49.6678,26.44,60,100,24.29
265,Marsh Harbour,BS,2021-12-05 19:39:47,26.5412,-77.0636,78.15,70,0,12.82
266,Trinidad,BO,2021-12-05 19:39:47,-14.8333,-64.9,76.98,94,90,9.22
267,Margate,GB,2021-12-05 19:39:48,51.3813,1.3862,42.69,84,99,8.01
268,Puro,PH,2021-12-05 19:40:48,12.4841,123.3827,76.06,79,32,11.21
269,Dawson Creek,CA,2021-12-05 19:40:26,55.7666,-120.2362,-0.76,65,1,2.3
270,Saint-Francois,FR,2021-12-05 19:40:49,46.4154,3.9054,38.68,92,90,13.8
271,Morshansk,RU,2021-12-05 19:40:49,53.4435,41.8107,25.2,92,58,2.39
272,Rio Grande,BR,2021-12-05 19:40:50,-32.035,-52.0986,75.31,69,9,14.16
273,Bantry,IE,2021-12-05 19:40:50,51.6833,-9.45,40.48,83,100,7.49
274,Presidente Olegario,BR,2021-12-05 19:40:51,-18.4178,-46.4181,76.19,69,53,4.14
275,Hof,DE,2021-12-05 19:40:51,50.3167,11.9167,33.12,91,40,1.14
276,Yar-Sale,RU,2021-12-05 19:40:52,66.8333,70.8333,-16.69,94,13,13.91
277,Languyan,PH,2021-12-05 19:40:52,5.2618,120.0807,78.64,84,97,5.99
278,Olinda,BR,2021-12-05 19:40:53,-8.0089,-34.8553,82.13,83,75,6.91
279,Souillac,MU,2021-12-05 19:40:53,-20.5167,57.5167,79.36,73,40,8.05
280,Maradi,NE,2021-12-05 19:40:54,13.5,7.1017,74.66,17,29,10.56
281,Escarcega,MX,2021-12-05 19:40:54,18.6089,-90.7454,88.61,32,0,3.33
282,Vila Velha,BR,2021-12-05 19:40:11,-20.3297,-40.2925,82.35,79,20,5.99
283,Inyonga,TZ,2021-12-05 19:40:55,-6.7167,32.0667,65.61,87,100,4.25
284,Nuuk,GL,2021-12-05 19:40:52,64.1835,-51.7216,27.21,68,75,25.32
285,Rugby,GB,2021-12-05 19:40:56,52.3709,-1.2642,41.63,89,94,8.55
286,Antalaha,MG,2021-12-05 19:40:56,-14.9003,50.2788,74.32,90,8,7.2
287,Lasa,IT,2021-12-05 19:40:56,46.6166,10.7002,29.28,93,97,5.12
288,Port Lincoln,AU,2021-12-05 19:32:26,-34.7333,135.8667,56.71,83,0,2.57
289,Grand Gaube,MU,2021-12-05 19:40:57,-20.0064,57.6608,79.38,66,12,5.99
290,Sassandra,CI,2021-12-05 19:40:58,4.95,-6.0833,80.13,83,2,8.21
291,Clyde River,CA,2021-12-05 19:40:58,70.4692,-68.5914,10.63,85,100,39.12
292,Rawson,AR,2021-12-05 19:40:59,-43.3002,-65.1023,69.28,48,18,16.04
293,Vyshestebliyevskaya,RU,2021-12-05 19:40:59,45.1961,37.0181,43.21,83,97,1.3
294,Ulladulla,AU,2021-12-05 19:41:00,-35.35,150.4667,56.88,68,100,2.08
295,Hervey Bay,AU,2021-12-05 19:41:00,-25.2986,152.8535,73.04,92,5,1.01
