City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
251,Jacksonville,US,2021-12-03 01:43:36,30.3322,-81.6556,59.04,82,1,0.0,clear sky
252,Hofn,IS,2021-12-03 01:43:36,64.2539,-15.2082,35.65,61,93,7.81,overcast clouds
253,Cockburn Town,TC,2021-12-03 01:43:37,21.4612,-71.1419,80.89,76,0,9.4,clear sky
254,Yarmouth,US,2021-12-03 01:43:37,41.7057,-70.2286,56.44,92,90,16.11,overcast clouds
255,Nioro,GM,2021-12-03 01:43:38,13.35,-15.75,75.34,23,97,3.87,overcast clouds
256,Menongue,AO,2021-12-03 01:43:38,-14.6585,17.691,62.82,93,89,2.95,light rain
257,Ixhuatan,MX,2021-12-03 01:43:38,16.3569,-94.4825,75.99,72,100,11.05,overcast clouds
258,Tiznit,MA,2021-12-03 01:43:39,29.5833,-9.5,53.17,74,46,5.53,scattered clouds
259,Laguna,US,2021-12-03 01:42:16,38.421,-121.4238,64.2,82,1,0.0,clear sky
260,Divnomorskoye,RU,2021-12-03 01:43:40,44.5011,38.1353,51.66,75,100,18.5,overcast clouds
261,Hatillo,PR,2021-12-03 01:43:40,18.4863,-66.8254,78.78,90,1,9.26,clear sky
262,Poronaysk,RU,2021-12-03 01:39:55,49.2167,143.1167,25.97,86,100,0.89,overcast clouds
263,Port Lincoln,AU,2021-12-03 01:43:41,-34.7333,135.8667,63.84,56,99,8.01,overcast clouds
264,Pacific Grove,US,2021-12-03 01:41:12,36.6177,-121.9166,61.29,87,20,1.99,few clouds
265,Sao Jose Da Coroa Grande,BR,2021-12-03 01:43:42,-8.8978,-35.1478,78.46,82,100,9.35,overcast clouds
266,Evanston,US,2021-12-03 01:38:50,42.0411,-87.6901,49.08,48,75,7.0,broken clouds
267,San Cristobal,VE,2021-12-03 01:43:43,7.7669,-72.225,69.98,92,90,1.86,overcast clouds
268,Campobasso,IT,2021-12-03 01:44:43,41.6333,14.5833,47.8,95,100,0.34,overcast clouds
269,Ribeira Grande,PT,2021-12-03 01:44:43,38.5167,-28.7,64.9,79,15,15.19,few clouds
270,Touros,BR,2021-12-03 01:44:44,-5.1989,-35.4608,81.5,80,67,11.92,broken clouds
271,Veraval,IN,2021-12-03 01:44:44,20.9,70.3667,65.46,61,0,11.81,clear sky
272,Tsiroanomandidy,MG,2021-12-03 01:44:45,-18.7667,46.0333,68.5,66,35,4.94,scattered clouds
273,Eyl,SO,2021-12-03 01:44:46,7.9803,49.8164,72.43,76,6,10.89,clear sky
274,Saint-Francois,FR,2021-12-03 01:44:46,46.4154,3.9054,33.48,91,0,4.61,clear sky
275,Along,IN,2021-12-03 01:44:47,28.1667,94.7667,62.38,60,57,0.67,broken clouds
276,Lakatoro,VU,2021-12-03 01:44:47,-16.0999,167.4164,84.11,71,100,10.29,heavy intensity rain
277,Luderitz,NA,2021-12-03 01:44:48,-26.6481,15.1594,60.67,73,61,15.5,broken clouds
278,Verkhnyaya Inta,RU,2021-12-03 01:44:48,65.9811,60.3094,7.9,96,100,5.35,light snow
279,Rocha,UY,2021-12-03 01:44:49,-34.4833,-54.3333,54.59,94,0,5.55,clear sky
280,Bilma,NE,2021-12-03 01:44:49,18.6853,12.9164,66.02,23,0,7.67,clear sky
281,Ozinki,RU,2021-12-03 01:44:50,51.1786,49.6769,27.97,87,53,15.35,broken clouds
282,Ancud,CL,2021-12-03 01:44:51,-41.8697,-73.8203,51.33,78,2,5.44,clear sky
283,Necochea,AR,2021-12-03 01:44:51,-38.5473,-58.7368,68.04,60,57,15.7,broken clouds
284,San Roque,ES,2021-12-03 01:44:52,36.2107,-5.3842,52.63,58,0,6.91,clear sky
285,Cidreira,BR,2021-12-03 01:44:52,-30.1811,-50.2056,66.72,75,58,13.82,broken clouds
286,Talnakh,RU,2021-12-03 01:44:53,69.4865,88.3972,-0.33,92,99,1.97,overcast clouds
287,Porto Velho,BR,2021-12-03 01:44:53,-8.7619,-63.9039,77.05,94,20,1.14,few clouds
288,Opuwo,NA,2021-12-03 01:44:54,-18.0607,13.84,64.74,39,31,0.98,scattered clouds
289,Mabamba,TZ,2021-12-03 01:44:54,-3.5983,30.5019,61.75,93,96,0.65,overcast clouds
290,Areosa,PT,2021-12-03 01:44:55,41.7178,-8.8571,47.46,80,2,9.95,clear sky
291,Ngama,TD,2021-12-03 01:44:55,11.7833,17.1667,72.39,24,15,9.08,few clouds
292,Mingshui,CN,2021-12-03 01:44:56,36.7167,117.5,44.58,42,0,2.86,clear sky
293,Yebaishou,CN,2021-12-03 01:44:56,41.3975,119.6408,29.73,41,12,5.95,few clouds
294,Coquimbo,CL,2021-12-03 01:44:57,-29.9533,-71.3436,58.73,82,90,6.91,overcast clouds
295,Kununurra,AU,2021-12-03 01:44:57,-15.7667,128.7333,98.58,44,100,5.75,overcast clouds
296,Nisia Floresta,BR,2021-12-03 01:44:58,-6.0911,-35.2086,81.41,86,75,6.76,broken clouds
297,Sosua,DO,2021-12-03 01:44:58,19.7667,-70.5167,78.78,100,40,0.0,scattered clouds
298,Raxaul,IN,2021-12-03 01:44:59,26.9833,84.85,65.43,64,95,4.85,overcast clouds
299,Yerbogachen,RU,2021-12-03 01:44:59,61.2767,108.0108,0.28,97,100,8.84,light snow
300,Havre-Saint-Pierre,CA,2021-12-03 01:45:00,50.2334,-63.5986,37.99,93,90,14.97,overcast clouds
301,Kassala,SD,2021-12-03 01:45:00,15.451,36.4,72.46,75,0,8.63,clear sky
302,Cap Malheureux,MU,2021-12-03 01:45:01,-19.9842,57.6142,77.49,80,13,3.0,few clouds
303,Joigny,FR,2021-12-03 01:45:01,47.9829,3.401,33.82,94,69,4.43,broken clouds
304,Oktyabrskiy,RU,2021-12-03 01:45:02,54.4815,53.471,25.05,85,100,13.73,overcast clouds
305,Mayumba,GA,2021-12-03 01:45:03,-3.432,10.6554,77.34,87,100,1.45,light rain
306,Aykhal,RU,2021-12-03 01:45:03,66.0,111.5,-28.59,98,100,8.55,overcast clouds
307,Prince Rupert,CA,2021-12-03 01:45:03,54.3161,-130.3201,40.69,70,90,13.8,light rain
308,Half Moon Bay,US,2021-12-03 01:45:04,37.4636,-122.4286,63.77,84,90,1.01,mist
309,Calvia,ES,2021-12-03 01:45:05,39.5657,2.5062,41.07,85,26,6.24,scattered clouds
310,Areka,ET,2021-12-03 01:45:05,7.0667,37.7,57.4,45,35,5.82,scattered clouds
311,Palmer,US,2021-12-03 01:46:06,42.1584,-72.3287,52.41,77,20,4.0,few clouds
312,Jumla,NP,2021-12-03 01:46:06,29.2747,82.1838,45.93,99,100,3.02,overcast clouds
313,Asau,RO,2021-12-03 01:46:07,46.4333,26.4,39.76,68,100,5.57,overcast clouds
314,Sao Filipe,CV,2021-12-03 01:46:07,14.8961,-24.4956,74.73,68,87,8.95,overcast clouds
315,Ligayan,PH,2021-12-03 01:46:08,4.6533,119.4706,81.91,78,100,13.6,overcast clouds
316,Kobryn,BY,2021-12-03 01:46:08,52.2138,24.3564,32.04,78,100,11.05,overcast clouds
317,Duminichi,RU,2021-12-03 01:46:09,53.9345,35.1099,35.73,89,100,11.99,overcast clouds
318,Ilulissat,GL,2021-12-03 01:46:09,69.2167,-51.1,20.93,76,100,15.23,overcast clouds
319,Uyuni,BO,2021-12-03 01:46:09,-20.4597,-66.825,54.61,47,100,3.44,overcast clouds
320,Erdenet,MN,2021-12-03 01:46:10,49.0333,104.0833,14.23,68,6,3.91,clear sky
321,Mucurapo,TT,2021-12-03 01:46:10,10.6667,-61.5333,77.97,84,97,6.06,overcast clouds
322,Brae,GB,2021-12-03 01:46:11,60.3964,-1.353,39.11,94,100,14.5,overcast clouds
323,Saint-Pierre,RE,2021-12-03 01:46:11,-21.3393,55.4781,76.64,83,40,9.22,scattered clouds
324,Maltahohe,NA,2021-12-03 01:46:12,-24.8333,16.9833,66.83,18,20,4.72,few clouds
325,Nicoya,CR,2021-12-03 01:46:12,10.1483,-85.452,78.35,79,62,9.84,broken clouds
326,Ostrovnoy,RU,2021-12-03 01:46:12,68.0531,39.5131,24.58,74,100,18.19,light snow
327,Pidhaytsi,UA,2021-12-03 01:46:13,49.2685,25.1334,43.03,97,100,9.95,overcast clouds
328,Trincomalee,LK,2021-12-03 01:46:14,8.5711,81.2335,77.76,84,71,5.77,broken clouds
329,Grand-Lahou,CI,2021-12-03 01:46:14,5.1367,-5.0242,78.53,87,37,5.82,light rain
330,Arlit,NE,2021-12-03 01:46:15,18.7369,7.3853,67.51,17,2,6.04,clear sky
331,Kolvereid,NO,2021-12-03 01:46:15,64.8655,11.6047,18.88,75,7,9.93,clear sky
332,Gat,IL,2021-12-03 01:46:16,31.61,34.7642,57.81,59,9,5.08,clear sky
333,Itarema,BR,2021-12-03 01:45:30,-2.9248,-39.9167,80.69,76,88,12.71,overcast clouds
334,Narsaq,GL,2021-12-03 01:46:16,60.9167,-46.05,5.22,76,1,5.03,clear sky
335,Valparaiso,CL,2021-12-03 01:45:15,-33.0393,-71.6273,58.64,94,75,6.91,broken clouds
336,Broome,US,2021-12-03 01:46:17,42.2506,-75.833,42.85,79,90,3.0,overcast clouds
337,Raton,US,2021-12-03 01:44:02,36.9034,-104.4391,54.64,26,1,4.61,clear sky
338,Wanaka,NZ,2021-12-03 01:46:18,-44.7,169.15,60.35,95,100,2.84,overcast clouds
339,Zhigansk,RU,2021-12-03 01:46:19,66.7697,123.3711,-40.16,98,34,7.14,scattered clouds
340,Edd,ER,2021-12-03 01:46:19,13.9297,41.6925,78.37,57,0,12.28,clear sky
341,Decatur,US,2021-12-03 01:44:58,39.8403,-88.9548,51.55,57,1,5.75,clear sky
342,Medea,DZ,2021-12-03 01:46:20,36.2642,2.7539,36.05,93,72,7.96,broken clouds
343,Ambon,ID,2021-12-03 01:46:21,-3.6954,128.1814,86.14,74,40,3.44,scattered clouds
344,Turka,UA,2021-12-03 01:46:21,49.1541,23.0297,31.26,99,100,8.08,snow
345,Hobyo,SO,2021-12-03 01:46:22,5.3505,48.5268,77.54,71,20,14.07,few clouds
346,Juneau,US,2021-12-03 01:43:46,58.3019,-134.4197,32.22,95,90,6.91,snow
347,Haines Junction,CA,2021-12-03 01:46:22,60.7522,-137.5108,3.15,60,100,11.5,overcast clouds
348,Balkanabat,TM,2021-12-03 01:46:23,39.5108,54.3671,45.68,85,100,0.85,overcast clouds
349,Batagay,RU,2021-12-03 01:46:23,67.6333,134.6333,-44.95,99,100,1.41,overcast clouds
350,Asyut,EG,2021-12-03 01:46:24,27.181,31.1837,53.78,59,61,6.26,broken clouds
351,Tevriz,RU,2021-12-03 01:46:24,57.509,72.4042,32.49,78,100,11.95,overcast clouds
352,Kodinsk,RU,2021-12-03 01:46:25,58.6881,99.1844,20.98,91,100,5.39,overcast clouds
353,Chokurdakh,RU,2021-12-03 01:46:25,70.6333,147.9167,-25.37,98,100,8.88,overcast clouds
354,Kodiak,US,2021-12-03 01:46:26,57.79,-152.4072,18.91,58,1,16.11,clear sky
355,Belyy Yar,RU,2021-12-03 01:46:26,53.6039,91.3903,-2.31,84,20,0.0,mist
356,Kenai,US,2021-12-03 01:45:14,60.5544,-151.2583,12.15,81,1,0.0,clear sky
357,Wegrow,PL,2021-12-03 01:46:27,52.3995,22.0163,35.64,83,100,10.89,overcast clouds
358,Manavalakurichi,IN,2021-12-03 01:47:27,8.1333,77.3,80.69,83,100,5.23,overcast clouds
359,Bonga,ET,2021-12-03 01:47:28,7.2833,36.2333,57.78,73,78,1.28,broken clouds
360,Sansepolcro,IT,2021-12-03 01:47:28,43.5747,12.143,42.42,67,100,4.29,overcast clouds
361,Svetlogorsk,BY,2021-12-03 01:47:29,52.6333,29.7333,31.73,96,100,7.27,overcast clouds
362,Nhulunbuy,AU,2021-12-03 01:47:29,-12.2333,136.7667,90.21,62,75,10.36,broken clouds
363,Sigli,ID,2021-12-03 01:47:30,5.3848,95.9609,80.08,80,99,2.93,overcast clouds
364,Det Udom,TH,2021-12-03 01:47:30,14.906,105.0784,73.04,65,13,12.37,few clouds
365,Yulara,AU,2021-12-03 01:47:31,-25.2406,130.9889,98.44,10,0,21.85,clear sky
366,Lavrentiya,RU,2021-12-03 01:47:31,65.5833,-171.0,4.59,95,100,8.77,light snow
367,Sur,OM,2021-12-03 01:47:32,22.5667,59.5289,71.65,60,1,6.87,clear sky
368,Dehloran,IR,2021-12-03 01:47:32,32.6941,47.2679,55.62,50,0,4.92,clear sky
369,Sipe Sipe,BO,2021-12-03 01:47:33,-17.45,-66.3833,62.76,76,100,2.21,overcast clouds
370,Sarishabari,BD,2021-12-03 01:47:33,24.7333,89.8333,70.21,65,54,5.41,broken clouds
371,Palauig,PH,2021-12-03 01:47:34,15.435,119.9045,80.96,60,100,0.29,overcast clouds
372,Geraldton,AU,2021-12-03 01:47:31,-28.7667,114.6,81.01,34,0,16.11,clear sky
373,Dzilam Gonzalez,MX,2021-12-03 01:47:34,21.2833,-88.9333,75.11,77,100,9.53,overcast clouds
374,Formosa,AR,2021-12-03 01:42:40,-26.1775,-58.1781,73.38,73,0,2.3,clear sky
375,Djibo,BF,2021-12-03 01:47:35,14.1022,-1.6306,76.91,17,51,7.96,broken clouds
376,Lazaro Cardenas,MX,2021-12-03 01:47:35,17.9583,-102.2,78.12,84,5,3.91,clear sky
377,Polunochnoye,RU,2021-12-03 01:47:36,60.8697,60.4153,18.7,82,100,8.57,overcast clouds
378,Saldanha,ZA,2021-12-03 01:47:36,-33.0117,17.9442,53.65,73,100,12.77,overcast clouds
379,Sagauli,IN,2021-12-03 01:47:37,26.7833,84.7333,66.81,57,95,4.25,overcast clouds
380,Impfondo,CG,2021-12-03 01:47:37,1.6381,18.0667,70.66,94,100,0.74,light rain
381,San Martin,AR,2021-12-03 01:44:32,-33.081,-68.4681,77.54,64,15,10.98,few clouds
382,Moose Factory,CA,2021-12-03 01:47:38,51.2585,-80.6094,5.0,61,1,14.97,clear sky
383,Sant Julia De Loria,AD,2021-12-03 01:47:38,42.4625,1.4825,32.79,87,30,13.13,scattered clouds
384,Bokajan,IN,2021-12-03 01:47:39,26.0167,93.7833,65.39,79,62,2.37,broken clouds
385,Hovd,MN,2021-12-03 01:47:39,48.0056,91.6419,11.8,63,0,1.99,clear sky
386,Coihaique,CL,2021-12-03 01:47:39,-45.5752,-72.0662,48.81,66,0,4.61,clear sky
387,Weligama,LK,2021-12-03 01:45:44,5.9667,80.4167,78.89,81,7,1.03,clear sky
388,Canavieiras,BR,2021-12-03 01:47:40,-15.675,-38.9472,75.11,94,95,4.03,moderate rain
389,Pervomayskiy,RU,2021-12-03 01:47:41,53.2485,40.2871,32.13,94,100,13.65,overcast clouds
390,Bubaque,GW,2021-12-03 01:47:41,11.2833,-15.8333,81.46,61,98,10.51,overcast clouds
391,Pangoa,PE,2021-12-03 01:47:41,-12.1167,-73.0,67.93,90,100,2.21,overcast clouds
392,Honiara,SB,2021-12-03 01:47:37,-9.4333,159.95,84.87,75,84,2.64,broken clouds
393,Aguimes,ES,2021-12-03 01:47:43,27.9054,-15.4461,63.23,61,75,18.41,broken clouds
394,Bandarbeyla,SO,2021-12-03 01:47:43,9.4942,50.8122,75.52,65,0,15.99,clear sky
395,Bilibino,RU,2021-12-03 01:47:44,68.0546,166.4372,3.49,93,100,7.02,light snow
396,Axim,GH,2021-12-03 01:47:44,4.8699,-2.2405,78.69,86,83,4.72,broken clouds
397,Yairipok,IN,2021-12-03 01:47:45,24.6667,94.0667,53.46,79,79,0.94,broken clouds
398,Muisne,EC,2021-12-03 01:47:45,0.6,-80.0333,74.77,88,100,8.66,overcast clouds
399,Ahipara,NZ,2021-12-03 01:47:46,-35.1667,173.1667,71.01,70,100,1.59,overcast clouds
400,Contamana,PE,2021-12-03 01:47:46,-7.3333,-75.0167,76.26,77,100,3.27,overcast clouds
401,Roald,NO,2021-12-03 01:47:46,62.5833,6.1333,26.01,68,2,9.22,clear sky
402,Meulaboh,ID,2021-12-03 01:47:47,4.1363,96.1285,78.15,87,100,3.4,overcast clouds
403,Seoul,KR,2021-12-03 01:47:48,37.5683,126.9778,40.51,33,0,16.11,clear sky
404,Amapa,BR,2021-12-03 01:47:48,1.0,-52.0,71.64,99,100,3.76,overcast clouds
405,Saint George,US,2021-12-03 01:45:30,37.1041,-113.5841,57.79,32,1,1.01,clear sky
406,Boquete,PA,2021-12-03 01:45:32,8.7833,-82.4333,65.8,91,72,5.93,broken clouds
407,Kapoeta,SS,2021-12-03 01:48:49,4.7717,33.5903,81.07,43,26,18.01,scattered clouds
408,Kurchum,KZ,2021-12-03 01:48:50,48.5722,83.6542,8.82,78,6,3.24,clear sky
409,Maldonado,UY,2021-12-03 01:48:50,-34.6667,-54.9167,61.99,94,0,7.31,clear sky
410,Kavaratti,IN,2021-12-03 01:48:51,10.5669,72.642,81.37,78,32,5.3,scattered clouds
411,Atherton,GB,2021-12-03 01:48:51,53.5237,-2.4935,37.72,91,100,4.0,light rain
412,Cachoeiras De Macacu,BR,2021-12-03 01:48:52,-22.4625,-42.6531,75.31,97,98,0.54,overcast clouds
413,Usinsk,RU,2021-12-03 01:48:52,65.9939,57.5281,4.3,95,100,12.19,light snow
414,Wageningen,NL,2021-12-03 01:48:53,51.9667,5.6667,36.86,94,90,4.61,mist
415,Acurenam,GQ,2021-12-03 01:48:54,1.0322,10.6488,68.4,99,94,3.11,overcast clouds
416,Zhuzhou,CN,2021-12-03 01:48:54,27.8333,113.15,44.73,34,25,0.72,scattered clouds
417,Aromashevo,RU,2021-12-03 01:48:55,56.8602,68.6375,24.69,84,88,14.94,overcast clouds
418,Klyuchi,RU,2021-12-03 01:48:56,52.2667,79.1667,28.58,76,100,15.55,overcast clouds
419,Grindavik,IS,2021-12-03 01:48:56,63.8424,-22.4338,37.35,75,75,18.41,broken clouds
420,Saint-Leu,RE,2021-12-03 01:48:57,-21.15,55.2833,76.03,78,1,8.1,clear sky
421,Nguru,NG,2021-12-03 01:48:57,12.8791,10.4526,68.72,25,8,9.08,clear sky
422,Waingapu,ID,2021-12-03 01:48:58,-9.6567,120.2641,86.14,65,100,4.29,overcast clouds
423,Caravelas,BR,2021-12-03 01:48:58,-17.7125,-39.2481,74.79,91,35,7.7,scattered clouds
424,Biak,ID,2021-12-03 01:48:59,-0.9131,122.8766,84.33,64,100,2.48,overcast clouds
425,Chardara,KZ,2021-12-03 01:48:59,41.2547,67.9692,58.64,29,100,8.93,overcast clouds
426,Cabatuan,PH,2021-12-03 01:49:00,10.8794,122.486,81.55,76,83,14.07,broken clouds
427,Boden,SE,2021-12-03 01:49:01,65.8252,21.6886,23.0,92,100,7.78,light snow
428,Mogok,MM,2021-12-03 01:49:01,22.9167,96.5,64.78,60,39,1.57,scattered clouds
429,Shimoda,JP,2021-12-03 01:49:02,34.6667,138.95,61.16,61,2,14.12,clear sky
430,Champerico,GT,2021-12-03 01:49:03,14.3,-91.9167,83.35,73,100,2.21,overcast clouds
431,Yarada,IN,2021-12-03 01:49:03,17.65,83.2667,75.52,78,75,3.44,mist
432,Lesosibirsk,RU,2021-12-03 01:49:04,58.2358,92.4828,27.59,72,62,8.86,broken clouds
433,Kaeo,NZ,2021-12-03 01:49:04,-35.1,173.7833,74.32,74,100,8.97,overcast clouds
434,Muhos,FI,2021-12-03 01:49:05,64.808,25.9931,20.98,86,100,8.03,overcast clouds
435,Lipin Bor,RU,2021-12-03 01:49:05,60.2622,37.9763,7.12,97,99,1.07,overcast clouds
436,Kailua,US,2021-12-03 01:49:06,21.4022,-157.7394,84.07,69,75,14.97,broken clouds
437,Gushikawa,JP,2021-12-03 01:49:07,26.3544,127.8686,67.62,49,20,11.5,few clouds
438,Leticia,CO,2021-12-03 01:49:08,-4.2153,-69.9406,73.63,96,96,1.3,overcast clouds
439,Lodja,CD,2021-12-03 01:49:08,-3.4833,23.4333,69.39,97,100,1.54,light rain
440,Sola,VU,2021-12-03 01:49:08,-13.8833,167.55,79.88,78,100,11.52,overcast clouds
441,Ondjiva,AO,2021-12-03 01:49:09,-17.0667,15.7333,72.41,61,88,4.36,overcast clouds
442,Deputatskiy,RU,2021-12-03 01:49:09,69.3,139.9,-25.13,98,100,1.81,overcast clouds
443,Vieques,PR,2021-12-03 01:49:10,18.425,-65.8329,80.64,69,20,0.0,few clouds
444,Luau,AO,2021-12-03 01:49:10,-10.7073,22.2247,63.28,98,66,3.31,broken clouds
445,Khandyga,RU,2021-12-03 01:49:11,62.6667,135.6,-39.89,97,55,1.57,broken clouds
446,Verkh-Usugli,RU,2021-12-03 01:49:11,52.7,115.1667,5.83,75,10,1.36,clear sky
447,Sharanga,RU,2021-12-03 01:49:12,57.1775,46.5396,23.49,92,100,9.48,overcast clouds
448,La Ligua,CL,2021-12-03 01:49:12,-32.4524,-71.2311,56.98,86,1,2.33,clear sky
449,Fort Nelson,CA,2021-12-03 01:49:12,58.8053,-122.7002,-6.21,77,20,6.91,few clouds
450,Susuman,RU,2021-12-03 01:49:13,62.7833,148.1667,-19.68,96,100,3.24,overcast clouds
451,Calama,CL,2021-12-03 01:46:55,-22.4667,-68.9333,54.57,24,12,3.44,few clouds
452,Killybegs,IE,2021-12-03 01:50:14,54.6333,-8.45,46.45,81,100,17.0,overcast clouds
453,Miri,MY,2021-12-03 01:50:14,4.4148,114.0089,82.54,83,20,5.75,few clouds
454,Aviles,ES,2021-12-03 01:50:14,43.5547,-5.9248,50.77,85,75,7.0,broken clouds
455,Taquari,BR,2021-12-03 01:50:15,-29.7997,-51.8644,66.31,76,56,6.44,broken clouds
456,Severiano Melo,BR,2021-12-03 01:50:15,-5.7772,-37.9578,79.05,75,27,8.99,scattered clouds
457,Sfantu Gheorghe,RO,2021-12-03 01:46:59,45.8667,25.7833,44.26,84,100,2.37,overcast clouds
458,Jiazi,CN,2021-12-03 01:50:17,22.8779,116.067,61.9,29,1,8.77,clear sky
459,Kautokeino,NO,2021-12-03 01:50:18,69.0125,23.0412,7.23,98,100,5.84,overcast clouds
460,Quelimane,MZ,2021-12-03 01:50:18,-17.8786,36.8883,76.77,84,0,5.73,clear sky
461,Myitkyina,MM,2021-12-03 01:50:19,25.3833,97.4,67.14,59,37,2.08,scattered clouds
462,Kirakira,SB,2021-12-03 01:50:19,-10.4544,161.9205,83.48,78,69,1.66,broken clouds
463,Chicama,PE,2021-12-03 01:50:19,-7.8447,-79.1469,61.34,80,100,6.33,overcast clouds
464,Bonthe,SL,2021-12-03 01:50:20,7.5264,-12.505,79.54,83,74,4.65,light rain
465,Sitka,US,2021-12-03 01:50:20,57.0531,-135.33,33.69,75,75,10.36,light rain
466,Akhmim,EG,2021-12-03 01:50:21,26.5622,31.745,53.8,58,53,7.05,broken clouds
467,Nelson Bay,AU,2021-12-03 01:50:21,-32.7167,152.15,89.78,71,0,12.82,clear sky
468,Muyezerskiy,RU,2021-12-03 01:50:22,63.9333,31.65,17.26,94,100,9.93,overcast clouds
469,Fairborn,US,2021-12-03 01:50:22,39.8209,-84.0194,52.81,79,1,8.05,clear sky
470,Pisco,PE,2021-12-03 01:50:23,-13.7,-76.2167,66.25,82,0,16.11,clear sky
471,Lumby,CA,2021-12-03 01:50:23,50.2498,-118.969,43.39,52,15,5.75,few clouds
472,Killam,CA,2021-12-03 01:50:24,52.7834,-111.8518,27.99,68,0,10.36,clear sky
473,Xam Nua,LA,2021-12-03 01:50:24,20.4197,104.0439,58.12,43,49,2.68,scattered clouds
474,San Jose De Guanipa,VE,2021-12-03 01:50:25,8.8872,-64.1651,75.7,76,99,9.31,overcast clouds
475,Codrington,AU,2021-12-03 01:50:25,-38.2667,141.9667,62.71,53,23,12.97,few clouds
476,Upington,ZA,2021-12-03 01:50:26,-28.4478,21.2561,66.58,27,0,5.75,clear sky
477,Bloemfontein,ZA,2021-12-03 01:50:12,-29.1211,26.214,56.68,94,94,1.14,overcast clouds
478,Alofi,NU,2021-12-03 01:50:27,-19.0595,-169.9187,80.49,78,75,18.41,light rain
479,Makurdi,NG,2021-12-03 01:50:27,7.7411,8.5121,76.24,35,76,1.61,broken clouds
480,Presidencia Roque Saenz Pena,AR,2021-12-03 01:50:28,-26.7852,-60.4388,68.92,68,0,4.54,clear sky
481,Zelenoborskiy,RU,2021-12-03 01:50:28,66.845,32.3622,13.48,91,96,7.07,overcast clouds
482,Kabare,CD,2021-12-03 01:50:29,-2.4683,28.8242,59.58,94,68,1.63,broken clouds
483,Salalah,OM,2021-12-03 01:50:29,17.0151,54.0924,73.15,65,1,3.53,clear sky
484,Haapiti,PF,2021-12-03 01:50:29,-17.5667,-149.8667,85.73,72,52,19.62,broken clouds
485,Bousso,TD,2021-12-03 01:50:30,10.4795,16.7117,73.99,27,56,5.99,broken clouds
486,Buchanan,LR,2021-12-03 01:50:31,5.8808,-10.0467,78.94,86,77,4.23,light rain
487,Viedma,AR,2021-12-03 01:50:31,-40.8135,-62.9967,56.41,66,100,9.62,overcast clouds
488,Lorengau,PG,2021-12-03 01:50:32,-2.0226,147.2712,85.3,69,100,6.38,overcast clouds
489,Lastoursville,GA,2021-12-03 01:50:32,-0.8143,12.7287,72.93,98,100,1.25,moderate rain
490,Jishou,CN,2021-12-03 01:50:32,28.3167,109.7167,56.35,64,25,1.12,scattered clouds
491,Bereda,ES,2021-12-03 01:50:33,43.2686,-7.5406,46.42,100,92,1.23,overcast clouds
492,Lukovetskiy,RU,2021-12-03 01:50:34,64.2956,41.9211,17.58,93,96,6.08,overcast clouds
493,Yuncheng,CN,2021-12-03 01:50:34,35.0231,110.9928,42.6,34,0,4.18,clear sky
494,Yanaul,RU,2021-12-03 01:50:34,56.2719,54.9309,24.08,89,100,14.63,overcast clouds
495,Wenling,CN,2021-12-03 01:50:35,28.3669,121.36,52.92,47,12,3.69,few clouds
496,Bougouni,ML,2021-12-03 01:50:35,11.417,-7.479,75.97,25,100,3.06,overcast clouds
497,Hoquiam,US,2021-12-03 01:50:36,46.9809,-123.8893,45.41,78,1,5.75,clear sky
498,Buin,CL,2021-12-03 01:50:36,-33.7333,-70.75,70.74,54,0,3.15,clear sky
499,Sioux Lookout,CA,2021-12-03 01:51:37,50.1001,-91.917,15.87,86,90,6.91,overcast clouds
500,Thinadhoo,MV,2021-12-03 01:51:37,0.5333,72.9333,81.5,77,61,7.87,broken clouds
501,Swan River,CA,2021-12-03 01:51:38,52.1058,-101.2676,12.09,92,100,1.14,overcast clouds
502,Ponto Novo,BR,2021-12-03 01:51:39,-10.8628,-40.1336,76.24,67,100,3.85,overcast clouds
503,Turayf,SA,2021-12-03 01:51:39,31.6725,38.6637,41.25,87,0,3.44,clear sky
504,Yablochnyy,RU,2021-12-03 01:51:40,47.1661,142.0661,35.55,71,100,12.59,overcast clouds
505,Shatsk,RU,2021-12-03 01:51:40,54.0258,41.7119,33.24,98,100,13.18,overcast clouds
506,Ascension,US,2021-12-03 01:51:41,30.2169,-90.9001,64.4,92,1,4.61,clear sky
507,Tahta,EG,2021-12-03 01:51:41,26.7693,31.5021,53.92,56,86,7.94,overcast clouds
508,Teguldet,RU,2021-12-03 01:51:42,57.3064,88.1667,30.88,62,72,12.75,broken clouds
509,Baoshan,CN,2021-12-03 01:47:26,46.5586,131.4244,12.2,71,10,10.85,clear sky
510,Chadan,RU,2021-12-03 01:51:42,51.2833,91.5833,-9.99,97,80,1.32,broken clouds
511,Puerto Del Rosario,ES,2021-12-03 01:51:43,28.5004,-13.8627,64.15,63,21,16.11,few clouds
512,Road Town,VG,2021-12-03 01:51:43,18.4167,-64.6167,80.64,74,20,6.91,few clouds
513,Zakamensk,RU,2021-12-03 01:51:44,50.3741,103.2863,13.82,77,11,3.24,few clouds
514,Makokou,GA,2021-12-03 01:51:44,0.5738,12.8642,69.58,99,100,1.32,moderate rain
